python analyze_traffic.py --log-file logs/traffic_log_20250609_143649.csvtimestamp,flow_id,from_host,to_host,from_ip,to_ip,traffic_type,size_bytes,bandwidth_bps,latency_ms,duration_sec,packet_loss_pct,status,details,flow_start_time,flow_end_time
2025-06-09 13:34:04.126,flow_1,h5,h1,10.0.3.1,10.0.1.1,mtr,640,0,9.96,11.935124,0.0,SUCCESS,"NetDiag: Good | Tests: basic(9.9ms,0%loss) | small_pkt(7.9ms,0%loss) | large_pkt(12.2ms,0%loss) | rapid(10.0ms,0%loss) | Jitter: 43.1% | Successful: 4/4",2025-06-09 13:34:04.126,2025-06-09 13:34:16.061
2025-06-09 13:34:04.628,flow_2,h8,h1,10.0.4.2,10.0.1.1,iperf,1174405,9440000,7.273,10,0,SUCCESS,"Transfer: 1.12 MBytes, Bandwidth: 9.44 Mbits/sec | Latency: 7.27ms",2025-06-09 13:34:04.628,2025-06-09 13:34:18.212
2025-06-09 13:34:05.132,flow_3,h7,h5,10.0.4.1,10.0.3.1,mtr,640,0,10.01,13.927327,0.0,SUCCESS,"NetDiag: Good | Tests: basic(11.7ms,0%loss) | small_pkt(7.9ms,0%loss) | large_pkt(7.9ms,0%loss) | rapid(12.5ms,0%loss) | Jitter: 46.8% | Successful: 4/4",2025-06-09 13:34:05.132,2025-06-09 13:34:19.059
2025-06-09 13:34:16.651,flow_6,h3,h1,10.0.2.1,10.0.1.1,mtr,640,0,7.72,11.870781,0.0,SUCCESS,"NetDiag: Excellent | Tests: basic(7.8ms,0%loss) | small_pkt(7.6ms,0%loss) | large_pkt(7.7ms,0%loss) | rapid(7.8ms,0%loss) | Jitter: 3.3% | Successful: 4/4",2025-06-09 13:34:16.651,2025-06-09 13:34:28.522
2025-06-09 13:34:19.155,flow_7,h5,h6,10.0.3.1,10.0.3.2,mtr,640,0,7.7,11.902573,0.0,SUCCESS,"NetDiag: Fair | Tests: basic(7.7ms,0%loss) | small_pkt(5.1ms,0%loss) | large_pkt(7.7ms,0%loss) | rapid(10.3ms,0%loss) | Jitter: 67.6% | Successful: 4/4",2025-06-09 13:34:19.155,2025-06-09 13:34:31.058
2025-06-09 13:34:03.619,flow_0,h2,h5,10.0.1.2,10.0.3.1,iperf,1572864,12600000,12.312,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 12.31ms",2025-06-09 13:34:03.619,2025-06-09 13:34:47.185
2025-06-09 13:34:06.138,flow_5,h7,h4,10.0.4.1,10.0.2.2,iperf,1572864,12600000,15.886,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 15.89ms",2025-06-09 13:34:06.138,2025-06-09 13:34:49.233
2025-06-09 13:34:19.656,flow_8,h4,h5,10.0.2.2,10.0.3.1,iperf,693248,5550000,21.475,20,0,SUCCESS,"Transfer: 677 KBytes, Bandwidth: 5.55 Mbits/sec | Latency: 21.48ms",2025-06-09 13:34:19.656,2025-06-09 13:34:52.682
2025-06-09 13:34:49.216,flow_11,h7,h3,10.0.4.1,10.0.2.1,mtr,640,0,17.71,13.969685,0.0,SUCCESS,"NetDiag: Fair | Tests: basic(17.3ms,0%loss) | small_pkt(13.0ms,0%loss) | large_pkt(17.8ms,0%loss) | rapid(22.8ms,0%loss) | Jitter: 55.9% | Successful: 4/4",2025-06-09 13:34:49.216,2025-06-09 13:35:03.185
2025-06-09 13:34:54.226,flow_13,h1,h4,10.0.1.1,10.0.2.2,mtr,640,0,8.31,11.896143,0.0,SUCCESS,"NetDiag: Good | Tests: basic(10.5ms,0%loss) | small_pkt(7.7ms,0%loss) | large_pkt(7.3ms,0%loss) | rapid(7.7ms,0%loss) | Jitter: 39.1% | Successful: 4/4",2025-06-09 13:34:54.226,2025-06-09 13:35:06.122
2025-06-09 13:34:30.175,flow_9,h2,h3,10.0.1.2,10.0.2.1,iperf,1572864,12600000,10.887,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 10.89ms",2025-06-09 13:34:30.175,2025-06-09 13:35:10.809
2025-06-09 13:35:11.759,flow_16,h8,h5,10.0.4.2,10.0.3.1,ping,320,0,14.588,5,0,SUCCESS,"Packet Loss: 0%, RTT: 9.171/14.588/25.375/5.703 ms",2025-06-09 13:35:11.759,2025-06-09 13:35:15.784
2025-06-09 13:35:16.268,flow_17,h3,h8,10.0.2.1,10.0.4.2,ping,320,0,10.567,5,0,SUCCESS,"Packet Loss: 0%, RTT: 5.788/10.567/23.887/6.714 ms",2025-06-09 13:35:16.268,2025-06-09 13:35:20.284
2025-06-09 13:35:20.774,flow_18,h6,h4,10.0.3.2,10.0.2.2,mtr,640,0,8.99,13.544725,0.0,SUCCESS,"NetDiag: Fair | Tests: basic(12.6ms,0%loss) | small_pkt(7.8ms,0%loss) | large_pkt(7.7ms,0%loss) | rapid(7.9ms,0%loss) | Jitter: 54.4% | Successful: 4/4",2025-06-09 13:35:20.774,2025-06-09 13:35:34.319
2025-06-09 13:35:07.249,flow_15,h1,h5,10.0.1.1,10.0.3.1,iperf,1572864,12600000,7.582,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 7.58ms",2025-06-09 13:35:07.249,2025-06-09 13:35:40.947
2025-06-09 13:34:05.635,flow_4,h6,h7,10.0.3.2,10.0.4.1,iperf,1572864,12600000,10.733,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 10.73ms",2025-06-09 13:34:05.635,2025-06-09 13:35:20.413
2025-06-09 13:34:53.724,flow_12,h6,h7,10.0.3.2,10.0.4.1,iperf,1572864,12600000,51.04,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 51.04ms",2025-06-09 13:34:53.724,2025-06-09 13:36:04.224
2025-06-09 13:35:35.296,flow_19,h2,h3,10.0.1.2,10.0.2.1,iperf,458752,3670000,428.554,30,0,SUCCESS,"Transfer: 448 KBytes, Bandwidth: 3.67 Mbits/sec | Latency: 428.55ms",2025-06-09 13:35:35.296,2025-06-09 13:36:09.887
2025-06-09 13:34:32.680,flow_10,h7,h2,10.0.4.1,10.0.1.2,iperf,1572864,12600000,21.051,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 21.05ms",2025-06-09 13:34:32.680,2025-06-09 13:35:42.634
2025-06-09 13:35:04.744,flow_14,h8,h2,10.0.4.2,10.0.1.2,iperf,917504,7340000,27.8,30,0,SUCCESS,"Transfer: 896 KBytes, Bandwidth: 7.34 Mbits/sec | Latency: 27.80ms",2025-06-09 13:35:04.744,2025-06-09 13:35:45.923
2025-06-09 13:35:44.310,flow_21,h1,h3,10.0.1.1,10.0.2.1,iperf,755712,6050000,9.92,30,0,SUCCESS,"Transfer: 738 KBytes, Bandwidth: 6.05 Mbits/sec | Latency: 9.92ms",2025-06-09 13:35:44.310,2025-06-09 13:36:18.033
2025-06-09 13:36:11.348,flow_23,h4,h3,10.0.2.2,10.0.2.1,mtr,640,0,320.74,13.022775,0.0,SUCCESS,"NetDiag: Poor | Tests: basic(469.8ms,0%loss) | small_pkt(411.6ms,0%loss) | large_pkt(219.3ms,0%loss) | rapid(182.2ms,0%loss) | Jitter: 89.7% | Successful: 4/4",2025-06-09 13:36:11.348,2025-06-09 13:36:24.371
2025-06-09 13:36:04.839,flow_22,h1,h7,10.0.1.1,10.0.4.1,mtr,640,0,8.96,25.082975,0.0,SUCCESS,"NetDiag: Fair | Tests: basic(13.2ms,0%loss) | small_pkt(7.7ms,0%loss) | large_pkt(7.5ms,0%loss) | rapid(7.3ms,0%loss) | Jitter: 65.7% | Successful: 4/4",2025-06-09 13:36:04.839,2025-06-09 13:36:29.922
2025-06-09 13:35:41.806,flow_20,h6,h3,10.0.3.2,10.0.2.1,iperf,458752,3670000,10.901,30,0,SUCCESS,"Transfer: 448 KBytes, Bandwidth: 3.67 Mbits/sec | Latency: 10.90ms",2025-06-09 13:35:41.806,2025-06-09 13:36:34.773
2025-06-09 13:36:18.865,flow_26,h5,h2,10.0.3.1,10.0.1.2,iperf,1572864,12600000,7.688,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 7.69ms",2025-06-09 13:36:18.865,2025-06-09 13:36:52.563
2025-06-09 13:36:12.351,flow_25,h2,h4,10.0.1.2,10.0.2.2,iperf,1572864,12600000,9.647,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 9.65ms",2025-06-09 13:36:12.351,2025-06-09 13:36:53.455
2025-06-09 13:36:11.850,flow_24,h3,h6,10.0.2.1,10.0.3.2,iperf,1572864,12600000,374.395,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 374.39ms",2025-06-09 13:36:11.850,2025-06-09 13:37:06.408
2025-06-09 13:36:31.895,flow_28,h5,h6,10.0.3.1,10.0.3.2,iperf,560128,4480000,6.727,10,0,SUCCESS,"Transfer: 547 KBytes, Bandwidth: 4.48 Mbits/sec | Latency: 6.73ms",2025-06-09 13:36:31.895,2025-06-09 13:37:08.719
2025-06-09 13:37:10.452,flow_33,h8,h1,10.0.4.2,10.0.1.1,iperf,1174405,9440000,7.94,10,0,SUCCESS,"Transfer: 1.12 MBytes, Bandwidth: 9.44 Mbits/sec | Latency: 7.94ms",2025-06-09 13:37:10.452,2025-06-09 13:37:24.032
2025-06-09 13:36:55.429,flow_31,h7,h2,10.0.4.1,10.0.1.2,iperf,1572864,12600000,8.159,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 8.16ms",2025-06-09 13:36:55.429,2025-06-09 13:37:29.135
2025-06-09 13:37:07.947,flow_32,h4,h8,10.0.2.2,10.0.4.2,iperf,1174405,9440000,14.666,10,0,SUCCESS,"Transfer: 1.12 MBytes, Bandwidth: 9.44 Mbits/sec | Latency: 14.67ms",2025-06-09 13:37:07.947,2025-06-09 13:37:41.273
2025-06-09 13:36:54.928,flow_30,h5,h3,10.0.3.1,10.0.2.1,iperf,1447034,11500000,31.251,30,0,SUCCESS,"Transfer: 1.38 MBytes, Bandwidth: 11.5 Mbits/sec | Latency: 31.25ms",2025-06-09 13:36:54.928,2025-06-09 13:37:43.071
2025-06-09 13:36:25.377,flow_27,h4,h5,10.0.2.2,10.0.3.1,iperf,1572864,12600000,13.679,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 13.68ms",2025-06-09 13:36:25.377,2025-06-09 13:37:27.678
2025-06-09 13:37:42.000,flow_36,h5,h2,10.0.3.1,10.0.1.2,ping,320,0,7.463,5,0,SUCCESS,"Packet Loss: 0%, RTT: 6.569/7.463/8.169/0.552 ms",2025-06-09 13:37:42.000,2025-06-09 13:37:51.116
2025-06-09 13:36:36.401,flow_29,h5,h8,10.0.3.1,10.0.4.2,mtr,640,0,19.45,76.546644,0.0,SUCCESS,"NetDiag: Poor | Tests: basic(7.6ms,0%loss) | small_pkt(54.4ms,0%loss) | large_pkt(7.6ms,0%loss) | rapid(8.1ms,0%loss) | Jitter: 240.8% | Successful: 4/4",2025-06-09 13:36:36.401,2025-06-09 13:37:52.948
2025-06-09 13:37:54.021,flow_40,h8,h7,10.0.4.2,10.0.4.1,mtr,640,0,0.43,12.116431,0.0,SUCCESS,"NetDiag: Poor | Tests: basic(1.5ms,0%loss) | small_pkt(0.1ms,0%loss) | large_pkt(0.1ms,0%loss) | rapid(0.1ms,0%loss) | Jitter: 323.6% | Successful: 4/4",2025-06-09 13:37:54.021,2025-06-09 13:38:06.138
2025-06-09 13:37:44.507,flow_37,h1,h8,10.0.1.1,10.0.4.2,mtr,640,0,9.93,32.535313,0.0,SUCCESS,"NetDiag: Fair | Tests: basic(8.1ms,0%loss) | small_pkt(7.8ms,0%loss) | large_pkt(10.8ms,0%loss) | rapid(13.2ms,0%loss) | Jitter: 54.4% | Successful: 4/4",2025-06-09 13:37:44.507,2025-06-09 13:38:17.042
2025-06-09 13:37:49.012,flow_38,h3,h6,10.0.2.1,10.0.3.2,iperf,688128,5500000,187.86,30,0,SUCCESS,"Transfer: 672 KBytes, Bandwidth: 5.50 Mbits/sec | Latency: 187.86ms",2025-06-09 13:37:49.012,2025-06-09 13:38:23.087
2025-06-09 13:38:17.059,flow_42,h8,h7,10.0.4.2,10.0.4.1,mtr,640,0,15.04,11.91737,0.0,SUCCESS,"NetDiag: Good | Tests: basic(14.8ms,0%loss) | small_pkt(13.4ms,0%loss) | large_pkt(16.2ms,0%loss) | rapid(15.7ms,0%loss) | Jitter: 18.5% | Successful: 4/4",2025-06-09 13:38:17.059,2025-06-09 13:38:28.976
2025-06-09 13:37:51.516,flow_39,h7,h1,10.0.4.1,10.0.1.1,iperf,1572864,12600000,15.071,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 15.07ms",2025-06-09 13:37:51.516,2025-06-09 13:38:32.284
2025-06-09 13:38:30.088,flow_44,h4,h1,10.0.2.2,10.0.1.1,ping,320,0,9.451,5,0,SUCCESS,"Packet Loss: 0%, RTT: 7.745/9.451/12.733/1.837 ms",2025-06-09 13:38:30.088,2025-06-09 13:38:34.112
2025-06-09 13:38:35.103,flow_46,h5,h7,10.0.3.1,10.0.4.1,ping,320,0,10.824,5,0,SUCCESS,"Packet Loss: 0%, RTT: 8.755/10.824/14.331/2.093 ms",2025-06-09 13:38:35.103,2025-06-09 13:38:39.130
2025-06-09 13:38:25.578,flow_43,h7,h6,10.0.4.1,10.0.3.2,mtr,640,0,11.34,18.624594,0.0,SUCCESS,"NetDiag: Fair | Tests: basic(12.3ms,0%loss) | small_pkt(7.9ms,0%loss) | large_pkt(8.0ms,0%loss) | rapid(17.1ms,0%loss) | Jitter: 80.8% | Successful: 4/4",2025-06-09 13:38:25.578,2025-06-09 13:38:44.202
2025-06-09 13:37:31.477,flow_35,h1,h3,10.0.1.1,10.0.2.1,iperf,755712,6050000,13.169,30,0,SUCCESS,"Transfer: 738 KBytes, Bandwidth: 6.05 Mbits/sec | Latency: 13.17ms",2025-06-09 13:37:31.477,2025-06-09 13:38:05.143
2025-06-09 13:37:24.970,flow_34,h3,h5,10.0.2.1,10.0.3.1,iperf,1698693,13600000,192.366,30,0,SUCCESS,"Transfer: 1.62 MBytes, Bandwidth: 13.6 Mbits/sec | Latency: 192.37ms",2025-06-09 13:37:24.970,2025-06-09 13:38:53.296
2025-06-09 13:38:34.600,flow_45,h3,h7,10.0.2.1,10.0.4.1,ping,320,0,10.001,5,0,SUCCESS,"Packet Loss: 0%, RTT: 7.438/10.001/19.199/4.601 ms",2025-06-09 13:38:34.600,2025-06-09 13:38:57.326
2025-06-09 13:38:46.130,flow_48,h5,h2,10.0.3.1,10.0.1.2,mtr,640,0,9.89,11.915183,0.0,SUCCESS,"NetDiag: Good | Tests: basic(11.9ms,0%loss) | small_pkt(10.3ms,0%loss) | large_pkt(9.5ms,0%loss) | rapid(7.9ms,0%loss) | Jitter: 40.7% | Successful: 4/4",2025-06-09 13:38:46.130,2025-06-09 13:38:58.046
2025-06-09 13:38:57.156,flow_50,h7,h3,10.0.4.1,10.0.2.1,mtr,640,0,12.83,11.910463,0.0,SUCCESS,"NetDiag: Good | Tests: basic(10.3ms,0%loss) | small_pkt(12.3ms,0%loss) | large_pkt(13.0ms,0%loss) | rapid(15.8ms,0%loss) | Jitter: 42.7% | Successful: 4/4",2025-06-09 13:38:57.156,2025-06-09 13:39:09.066
2025-06-09 13:38:39.613,flow_47,h6,h8,10.0.3.2,10.0.4.2,iperf,1572864,12600000,9.184,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 9.18ms",2025-06-09 13:38:39.613,2025-06-09 13:39:13.294
2025-06-09 13:39:15.184,flow_54,h3,h6,10.0.2.1,10.0.3.2,mtr,640,0,17.26,11.921082,0.0,SUCCESS,"NetDiag: Good | Tests: basic(15.7ms,0%loss) | small_pkt(15.0ms,0%loss) | large_pkt(17.6ms,0%loss) | rapid(20.8ms,0%loss) | Jitter: 33.4% | Successful: 4/4",2025-06-09 13:39:15.184,2025-06-09 13:39:27.105
2025-06-09 13:38:06.540,flow_41,h2,h3,10.0.1.2,10.0.2.1,iperf,1572864,12600000,57.001,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 57.00ms",2025-06-09 13:38:06.540,2025-06-09 13:39:28.510
2025-06-09 13:39:30.206,flow_56,h8,h6,10.0.4.2,10.0.3.2,ping,320,0,15.352,5,0,SUCCESS,"Packet Loss: 0%, RTT: 11.180/15.352/19.018/2.672 ms",2025-06-09 13:39:30.206,2025-06-09 13:39:34.245
2025-06-09 13:39:00.164,flow_52,h5,h8,10.0.3.1,10.0.4.2,iperf,824320,6590000,14.068,30,0,SUCCESS,"Transfer: 805 KBytes, Bandwidth: 6.59 Mbits/sec | Latency: 14.07ms",2025-06-09 13:39:00.164,2025-06-09 13:39:35.342
2025-06-09 13:39:27.702,flow_55,h2,h8,10.0.1.2,10.0.4.2,mtr,640,0,10.4,12.721191,0.0,SUCCESS,"NetDiag: Good | Tests: basic(11.9ms,0%loss) | small_pkt(12.3ms,0%loss) | large_pkt(9.4ms,0%loss) | rapid(7.9ms,0%loss) | Jitter: 42.0% | Successful: 4/4",2025-06-09 13:39:27.702,2025-06-09 13:39:40.423
2025-06-09 13:38:59.663,flow_51,h5,h7,10.0.3.1,10.0.4.1,iperf,1572864,12600000,9.74,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 9.74ms",2025-06-09 13:38:59.663,2025-06-09 13:39:55.510
2025-06-09 13:38:54.647,flow_49,h1,h5,10.0.1.1,10.0.3.1,iperf,1572864,12600000,7.945,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 7.95ms",2025-06-09 13:38:54.647,2025-06-09 13:39:29.741
2025-06-09 13:39:41.747,flow_59,h6,h7,10.0.3.2,10.0.4.1,iperf,917504,7340000,10.356,20,0,SUCCESS,"Transfer: 896 KBytes, Bandwidth: 7.34 Mbits/sec | Latency: 10.36ms",2025-06-09 13:39:41.747,2025-06-09 13:40:05.379
2025-06-09 13:39:34.717,flow_57,h2,h3,10.0.1.2,10.0.2.1,iperf,1572864,12600000,8.072,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 8.07ms",2025-06-09 13:39:34.717,2025-06-09 13:40:08.547
2025-06-09 13:40:09.802,flow_63,h5,h8,10.0.3.1,10.0.4.2,ping,320,0,11.921,5,0,SUCCESS,"Packet Loss: 0%, RTT: 9.880/11.921/13.987/1.691 ms",2025-06-09 13:40:09.802,2025-06-09 13:40:13.820
2025-06-09 13:39:37.229,flow_58,h2,h8,10.0.1.2,10.0.4.2,mtr,640,0,8.74,37.188071,0.0,SUCCESS,"NetDiag: Good | Tests: basic(7.8ms,0%loss) | small_pkt(7.4ms,0%loss) | large_pkt(11.7ms,0%loss) | rapid(8.0ms,0%loss) | Jitter: 48.3% | Successful: 4/4",2025-06-09 13:39:37.229,2025-06-09 13:40:14.417
2025-06-09 13:39:10.680,flow_53,h4,h5,10.0.2.2,10.0.3.1,iperf,1572864,12600000,60.349,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 60.35ms",2025-06-09 13:39:10.680,2025-06-09 13:40:17.115
2025-06-09 13:40:07.297,flow_62,h2,h4,10.0.1.2,10.0.2.2,ping,320,0,16.851,5,0,SUCCESS,"Packet Loss: 0%, RTT: 8.335/16.851/24.357/7.008 ms",2025-06-09 13:40:07.297,2025-06-09 13:40:18.449
2025-06-09 13:40:19.828,flow_67,h1,h5,10.0.1.1,10.0.3.1,ping,320,0,55.139,5,0,SUCCESS,"Packet Loss: 0%, RTT: 50.590/55.139/60.911/3.551 ms",2025-06-09 13:40:19.828,2025-06-09 13:40:23.889
2025-06-09 13:39:56.780,flow_61,h6,h5,10.0.3.2,10.0.3.1,iperf,1174405,9440000,4.29,10,0,SUCCESS,"Transfer: 1.12 MBytes, Bandwidth: 9.44 Mbits/sec | Latency: 4.29ms",2025-06-09 13:39:56.780,2025-06-09 13:40:27.515
2025-06-09 13:40:16.814,flow_65,h6,h8,10.0.3.2,10.0.4.2,ping,320,0,19.175,5,0,SUCCESS,"Packet Loss: 0%, RTT: 7.339/19.175/64.500/22.664 ms",2025-06-09 13:40:16.814,2025-06-09 13:40:31.538
2025-06-09 13:40:28.849,flow_69,h5,h1,10.0.3.1,10.0.1.1,ping,320,0,7.954,5,0,SUCCESS,"Packet Loss: 0%, RTT: 7.759/7.954/8.431/0.252 ms",2025-06-09 13:40:28.849,2025-06-09 13:40:32.870
2025-06-09 13:39:56.279,flow_60,h6,h8,10.0.3.2,10.0.4.2,mtr,640,0,8.32,37.117691,0.0,SUCCESS,"NetDiag: Good | Tests: basic(9.9ms,0%loss) | small_pkt(7.4ms,0%loss) | large_pkt(7.8ms,0%loss) | rapid(8.1ms,0%loss) | Jitter: 30.0% | Successful: 4/4",2025-06-09 13:39:56.279,2025-06-09 13:40:33.397
2025-06-09 13:40:24.345,flow_68,h1,h4,10.0.1.1,10.0.2.2,mtr,640,0,7.83,11.891468,0.0,SUCCESS,"NetDiag: Excellent | Tests: basic(7.8ms,0%loss) | small_pkt(7.4ms,0%loss) | large_pkt(8.1ms,0%loss) | rapid(8.0ms,0%loss) | Jitter: 8.3% | Successful: 4/4",2025-06-09 13:40:24.345,2025-06-09 13:40:36.236
2025-06-09 13:40:33.354,flow_70,h6,h2,10.0.3.2,10.0.1.2,ping,320,0,27.619,5,0,SUCCESS,"Packet Loss: 0%, RTT: 17.974/27.619/47.507/10.306 ms",2025-06-09 13:40:33.354,2025-06-09 13:40:39.462
2025-06-09 13:40:41.373,flow_74,h8,h5,10.0.4.2,10.0.3.1,ping,320,0,9.187,5,0,SUCCESS,"Packet Loss: 0%, RTT: 7.671/9.187/10.265/0.902 ms",2025-06-09 13:40:41.373,2025-06-09 13:40:45.398
2025-06-09 13:40:33.855,flow_71,h3,h4,10.0.2.1,10.0.2.2,mtr,640,0,6.21,11.912585,0.0,SUCCESS,"NetDiag: Fair | Tests: basic(2.5ms,0%loss) | small_pkt(6.6ms,0%loss) | large_pkt(7.6ms,0%loss) | rapid(8.1ms,0%loss) | Jitter: 90.3% | Successful: 4/4",2025-06-09 13:40:33.855,2025-06-09 13:40:45.768
2025-06-09 13:40:36.862,flow_73,h7,h2,10.0.4.1,10.0.1.2,mtr,640,0,20.29,11.952242,0.0,SUCCESS,"NetDiag: Good | Tests: basic(19.9ms,0%loss) | small_pkt(22.0ms,0%loss) | large_pkt(19.0ms,0%loss) | rapid(20.2ms,0%loss) | Jitter: 14.7% | Successful: 4/4",2025-06-09 13:40:36.862,2025-06-09 13:40:48.814
2025-06-09 13:40:14.308,flow_64,h2,h3,10.0.1.2,10.0.2.1,iperf,1572864,12600000,8.108,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 8.11ms",2025-06-09 13:40:14.308,2025-06-09 13:40:52.052
2025-06-09 13:40:48.892,flow_77,h4,h6,10.0.2.2,10.0.3.2,ping,320,0,19.549,5,0,SUCCESS,"Packet Loss: 0%, RTT: 15.004/19.549/22.130/2.397 ms",2025-06-09 13:40:48.892,2025-06-09 13:40:52.941
2025-06-09 13:40:53.399,flow_78,h3,h7,10.0.2.1,10.0.4.1,ping,320,0,9.186,5,0,SUCCESS,"Packet Loss: 0%, RTT: 7.671/9.186/11.179/1.462 ms",2025-06-09 13:40:53.399,2025-06-09 13:40:57.441
2025-06-09 13:40:46.387,flow_76,h1,h4,10.0.1.1,10.0.2.2,iperf,1572864,12600000,7.793,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 7.79ms",2025-06-09 13:40:46.387,2025-06-09 13:41:14.074
2025-06-09 13:40:19.324,flow_66,h6,h8,10.0.3.2,10.0.4.2,iperf,1572864,12600000,7.758,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 7.76ms",2025-06-09 13:40:19.324,2025-06-09 13:41:09.536
2025-06-09 13:40:58.409,flow_80,h7,h1,10.0.4.1,10.0.1.1,iperf,1572864,12600000,24.494,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 24.49ms",2025-06-09 13:40:58.409,2025-06-09 13:41:35.729
2025-06-09 13:40:53.901,flow_79,h2,h6,10.0.1.2,10.0.3.2,iperf,1174405,9440000,16.686,10,0,SUCCESS,"Transfer: 1.12 MBytes, Bandwidth: 9.44 Mbits/sec | Latency: 16.69ms",2025-06-09 13:40:53.901,2025-06-09 13:41:36.323
2025-06-09 13:40:36.359,flow_72,h8,h2,10.0.4.2,10.0.1.2,iperf,1572864,12600000,23.252,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 23.25ms",2025-06-09 13:40:36.359,2025-06-09 13:41:15.169
2025-06-09 13:40:45.883,flow_75,h2,h7,10.0.1.2,10.0.4.1,iperf,1572864,12600000,10.888,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 10.89ms",2025-06-09 13:40:45.883,2025-06-09 13:41:26.257
2025-06-09 13:41:41.570,flow_86,h2,h8,10.0.1.2,10.0.4.2,ping,320,0,17.869,5,0,SUCCESS,"Packet Loss: 0%, RTT: 11.724/17.869/22.718/4.242 ms",2025-06-09 13:41:41.570,2025-06-09 13:41:45.609
2025-06-09 13:41:39.054,flow_85,h6,h5,10.0.3.2,10.0.3.1,iperf,1174405,9440000,0.234,10,0,SUCCESS,"Transfer: 1.12 MBytes, Bandwidth: 9.44 Mbits/sec | Latency: 0.23ms",2025-06-09 13:41:39.054,2025-06-09 13:41:52.657
2025-06-09 13:41:38.043,flow_83,h8,h6,10.0.4.2,10.0.3.2,iperf,1174405,9440000,8.741,10,0,SUCCESS,"Transfer: 1.12 MBytes, Bandwidth: 9.44 Mbits/sec | Latency: 8.74ms",2025-06-09 13:41:38.043,2025-06-09 13:41:52.677
2025-06-09 13:41:17.451,flow_82,h7,h1,10.0.4.1,10.0.1.1,iperf,1572864,12600000,17.098,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 17.10ms",2025-06-09 13:41:17.451,2025-06-09 13:41:59.392
2025-06-09 13:41:14.946,flow_81,h3,h2,10.0.2.1,10.0.1.2,iperf,1572864,12600000,51.763,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 12.6 Mbits/sec | Latency: 51.76ms",2025-06-09 13:41:14.946,2025-06-09 13:42:08.011
2025-06-09 13:41:54.600,flow_88,h3,h5,10.0.2.1,10.0.3.1,ping,320,0,11.255,5,0,SUCCESS,"Packet Loss: 0%, RTT: 7.940/11.255/23.029/5.896 ms",2025-06-09 13:41:54.600,2025-06-09 13:42:12.038
2025-06-09 13:41:38.554,flow_84,h4,h3,10.0.2.2,10.0.2.1,iperf,1174405,9440000,15.836,10,0,SUCCESS,"Transfer: 1.12 MBytes, Bandwidth: 9.44 Mbits/sec | Latency: 15.84ms",2025-06-09 13:41:38.554,2025-06-09 13:42:23.192
