timestamp,flow_id,from_host,to_host,from_ip,to_ip,traffic_type,size_bytes,bandwidth_bps,latency_ms,duration_sec,packet_loss_pct,status,details,flow_start_time,flow_end_time
2025-06-09 14:57:26.059,flow_242,h3,h1,10.0.2.1,10.0.1.1,iperf,458752,3119500,27.25,30,0,SUCCESS,"Transfer: 448 KBytes, Bandwidth: 3.12 Mbits/sec | Latency: 27.25ms",2025-06-09 14:57:26.059,2025-06-09 14:58:29.250
2025-06-09 14:57:43.582,flow_245,h4,h3,10.0.2.2,10.0.2.1,iperf,560128,3808000,11.53,10,0,SUCCESS,"Transfer: 547 KBytes, Bandwidth: 3.81 Mbits/sec | Latency: 11.53ms",2025-06-09 14:57:43.582,2025-06-09 14:57:59.032
2025-06-09 14:57:44.086,flow_246,h6,h3,10.0.3.2,10.0.2.1,iperf,819200,5567500,22.915,30,0,SUCCESS,"Transfer: 800 KBytes, Bandwidth: 5.57 Mbits/sec | Latency: 22.92ms",2025-06-09 14:57:44.086,2025-06-09 14:58:19.532
2025-06-09 14:57:49.100,flow_248,h8,h3,10.0.4.2,10.0.2.1,iperf,458752,3119500,210.227,30,0,SUCCESS,"Transfer: 448 KBytes, Bandwidth: 3.12 Mbits/sec | Latency: 210.23ms",2025-06-09 14:57:49.100,2025-06-09 14:58:23.249
2025-06-09 14:58:30.689,flow_255,h2,h5,10.0.1.2,10.0.3.1,ping,320,0,30.932,5,0,SUCCESS,"Packet Loss: 0%, RTT: 22.745/25.777/31.991/3.234 ms",2025-06-09 14:58:30.689,2025-06-09 14:58:35.883
2025-06-09 14:58:31.698,flow_257,h4,h8,10.0.2.2,10.0.4.2,mtr,640,0,15.444,11.91712,0.0,SUCCESS,"NetDiag: Fair | Tests: basic(10.4ms,0%loss) | small_pkt(12.2ms,0%loss) | large_pkt(12.0ms,0%loss) | rapid(16.9ms,0%loss) | Jitter: 50.8% | Successful: 4/4",2025-06-09 14:58:31.698,2025-06-09 14:58:43.615
2025-06-09 14:57:58.123,flow_250,h2,h5,10.0.1.2,10.0.3.1,iperf,1572864,10710000,9.536,30,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 10.71 Mbits/sec | Latency: 9.54ms",2025-06-09 14:57:58.123,2025-06-09 14:58:31.845
2025-06-09 14:58:27.681,flow_253,h5,h8,10.0.3.1,10.0.4.2,iperf,1572864,10710000,13.674,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 10.71 Mbits/sec | Latency: 13.67ms",2025-06-09 14:58:27.681,2025-06-09 14:58:51.440
2025-06-09 14:58:30.186,flow_254,h6,h7,10.0.3.2,10.0.4.1,iperf,1572864,10710000,9.566,20,0,SUCCESS,"Transfer: 1.50 MBytes, Bandwidth: 10.71 Mbits/sec | Latency: 9.56ms",2025-06-09 14:58:30.186,2025-06-09 14:58:53.809
2025-06-09 14:58:56.254,flow_262,h3,h5,10.0.2.1,10.0.3.1,ping,320,0,9.346,5,0,SUCCESS,"Packet Loss: 0%, RTT: 7.393/7.788/8.373/0.370 ms",2025-06-09 14:58:56.254,2025-06-09 14:59:00.279
2025-06-09 14:58:36.209,flow_258,h6,h4,10.0.3.2,10.0.2.2,mtr,640,0,12.204,31.523243,0.0,SUCCESS,"NetDiag: Good | Tests: basic(12.4ms,0%loss) | small_pkt(10.0ms,0%loss) | large_pkt(10.5ms,0%loss) | rapid(7.8ms,0%loss) | Jitter: 45.3% | Successful: 4/4",2025-06-09 14:58:36.209,2025-06-09 14:59:07.733
2025-06-09 14:58:31.195,flow_256,h1,h6,10.0.1.1,10.0.3.2,iperf,1174405,8024000,9.457,10,0,SUCCESS,"Transfer: 1.12 MBytes, Bandwidth: 8.02 Mbits/sec | Latency: 9.46ms",2025-06-09 14:58:31.195,2025-06-09 14:59:04.883
2025-06-09 14:58:44.725,flow_259,h6,h7,10.0.3.2,10.0.4.1,iperf,730112,4964000,10.951,10,0,SUCCESS,"Transfer: 713 KBytes, Bandwidth: 4.96 Mbits/sec | Latency: 10.96ms",2025-06-09 14:58:44.725,2025-06-09 14:59:17.974
